"position","videoId","seen","published","title","description"
"81","80OwGT4Ok9E","False","11/15/2011 5:12:47 PM +00:00","Школа волшебства 1 сезон №9 (Физика)","Виртуальная школа, в которой волшебник Илья Ларионов учит искусству удивлять. В этом выпуске вы узнаете как:. 1. Вертикально поставить яйцо. 2. Двигать перец на воде. 3. Физическая антигравитация. Группа Школа Волшебства Ильи Ларионова http://vkontakte.ru/club19771350"
"80","1LKKFc2VfkA","False","11/16/2011 6:48:48 AM +00:00","Школа волшебства 1 сезон №11 Д/Р одноклассника","Виртуальная школа, в которой волшебник Илья Ларионов учит искусству удивлять. В этом выпуске вы узнаете как создать следующие иллюзии:. 1. Телефон сквозь бутылку. 2. Невозможное исчезновение из под носа. 3. Колпачок сквозь воздушный шарик. Группа Школа Волшебства Ильи Ларионова http://vkontakte.ru/club19771350"
"78","CyLMQMVJx2c","False","11/16/2011 6:56:02 AM +00:00","Школа волшебства 1 сезон №13 (Парк аттракционов)","Виртуальная школа, в которой волшебник учит искусству удивлять. В этом выпуске вы научитесь:. 1. Делать волшебную палочку, меняющую цвет;. 2. Создавать невероятный баланс денежной купюры у вас в руках;. 3. Управлять падением спичечного коробка. Так же вы увидите фокус с разрыванием и восстановлением газеты. Смотреть все выпуски в Группе Школы Волшебства http://vkontakte.ru/club19771350"
"76","cg0iay-Q_68","False","11/16/2011 7:40:20 AM +00:00","Школа волшебства 1 сезон №16 (В кафе)","Виртуальная школа, в которой волшебник учит искусству удивлять. В этом выпуске вы научитесь:. 1. Превращать вилку в ложку;. 2. Магическим образом сгибать и разгибать ложки;. 3. Делать левитацию (полёт) булочки. Так же вы увидите необычный фокус с левитацией и волшебным проявлением джинна на рисунке. Смотреть все выпуски в Группе Школы Волшебства http://vkontakte.ru/club19771350"
"77","bX5DZCzG-Nc","False","11/16/2011 7:41:05 AM +00:00","Школа волшебства 1 сезон №15 (В театральном буфете)","Виртуальная школа, в которой волшебник учит искусству удивлять. В этом выпуске вы узнаете:. 1. Как превращать купюры по 50 рублей в купюры по 100 рублей;. 2. Как проникает подписанная зрителем монета в запечатанный пакетик с сахаром. Так же вы увидите, как можно магическим образом добавить сливки в чашку кофе . Смотреть все выпуски в Группе Школы Волшебства http://vkontakte.ru/club19771350"
"79","bFmdekyKPu4","False","11/16/2011 8:13:02 AM +00:00","Школа волшебства 1 сезон №12 (Рыбалка)","Виртуальная школа, в которой волшебник Илья Ларионов учит искусству удивлять. В этом выпуске вы узнаете:. 1. Как устроить смешную рыбалку;. 2. Как открывать-закрывать, двигать взглядом спичечный коробок. Так же вы увидите невероятный фокус с печенькой :). Группа Школа Волшебства Ильи Ларионова http://vkontakte.ru/club19771350"
"72","YhzPLXl9eMI","False","11/16/2011 2:59:53 PM +00:00","Школа волшебства 1 сезон №22 (День рождения взрослого)","В этом выпуске вы научитесь:. 1.Делать кулёк из купюры и высыпать из него монеты;. 2.Мерить пульс с помощью зубочистки;. 3.Бросать колоду карт в левую руку и оставлять две нужных карты в правой. Также вы увидите прохождение монеты сквозь банку. Смотреть все выпуски в Группе Школы Волшебства http://vkontakte.ru/club19771350"
"73","lzQOvMJynJg","False","11/16/2011 4:05:09 PM +00:00","Школа волшебства 1 сезон №21 (Рисование)","Виртуальная школа, в которой волшебник учит искусству удивлять. В этом выпуске вы узнаете:. 1. Как. 2. Как соединить скрепки, не прикасаясь к ним. 3. Как превратить настоящую монету в нарисовпнную. Так же вы увидите восстановление карты по частям. Смотреть все выпуски в Группе Школы Волшебства http://vkontakte.ru/club19771350"
"75","vE7U4cuQyWM","False","11/16/2011 4:18:21 PM +00:00","Школа волшебства 1 сезон №17 (На пляже)","Виртуальная школа, в которой волшебник учит искусству удивлять. В этом выпуске вы узнаете:. 1. Как одна соломинка проходит сквозь другую;. 2. Как найти выбранную зрителем карту и мгновенно перевернуть её;. 3. Великолепный фокус со жвачкой (как превратить жёваную жвачку в новую и наоборот). Так же вы увидите как настоящие волшебники могут есть попкорн. Смотреть все выпуски в Группе Школы Волшебства http://vkontakte.ru/club19771350"
"74","xvMXcxxI5RE","False","11/16/2011 4:49:56 PM +00:00","Школа волшебства 1 сезон №18 (На кухне)","Виртуальная школа, в которой волшебник учит искусству удивлять. В этом выпуске вы узнаете:. 1. Как заставить исчезнуть монету под солонкой и кое-что ещё;. 2. Как мгновенно превратить воду в лёд;. 3. Как двигать взглядом кольцо на резинке. Так же вы увидите необыкновенный карточный фокус с волшебными человечками. Смотреть все выпуски в Группе Школы Волшебства http://vkontakte.ru/club19771350"
"71","1qufot1tZ4k","False","11/16/2011 7:04:08 PM +00:00","Школа волшебства 1 сезон №24 (В гостях)","В этом выпуске Вы узнаете:. 1. Как превратить фундук в конфету. 2. Как наполнить пустой коробок спичками. 3. Как вытащить карандаш из бутылки, не притрагиваясь к нему. Также Вы увидите прохождение резинки сквозь резинку. Смотреть все выпуски в группе Школы Волшебства http://vkontakte.ru/club19771350"
"70","qZf2VGCITJU","False","11/16/2011 7:09:45 PM +00:00","Школа волшебства 1 сезон №25 (Карты-2)","В этом выпуске Вы узнаете:. 1. Как найти карту зрителя в колоде с помощью карты-индикатора. 2. Как в пакете с картами найти 4 тузов. 3. Как сделать так, чтобы карта зрителя и Ваша карта совпали. Также Вы увидите сгибание ножки у фужера. Смотреть все выпуски в группе Школы Волшебства http://vkontakte.ru/club19771350"
"69","0bIRuKjTb2s","False","11/22/2011 11:38:11 AM +00:00","Школа волшебства 2 сезон №9 (Жидкости)","В этом выпуске Вы узнаете:. 1. Как заставить кипеть холодную воду в стакане. 2. Как можно управлять водой в бутылке силой мысли. 3. Как можно рисовать на молоке. Также Вы увидите фокус с визиткой. Смотреть все выпуски в группе Школы Волшебства http://vkontakte.ru/club19771350"
"68","cQ-72gMhckU","False","11/28/2011 9:40:56 AM +00:00","Школа волшебства 2 сезон №10 (Математика)","В этом выпуске Вы узнаете:. 1. Как угадать количество скрепок у зрителя. 2. Как угадать возраст зрителя. 3. Как угадать, к какому числу придет зритель после нескольких бросаний игральных кубиков. Также Вы увидите невероятный фокус с картой. Смотреть все выпуски в группе Школы Волшебства. http://vkontakte.ru/club19771350"
"67","CnouOkIV6Z0","False","12/5/2011 7:39:17 PM +00:00","Школа волшебства 2 сезон №11 (Предсказание)","В этом выпуске Вы узнаете:. 1. Как предсказать фразу на газетной вырезке. 2. Как угадать имя человека, которое задумает зритель. 3. Как предсказывать те карты, которые выберет зритель. Также Вы увидите невероятный фокус с фужером. Смотреть все выпуски в группе Школы Волшебства. http://vkontakte.ru/club19771350"
"66","Br8bkuN50q8","False","12/19/2011 4:18:20 AM +00:00","Школа волшебства 2 сезон №13 (Подарок)","В этом выпуске Вы узнаете:. 1. Как получить подарок из пустой коробки. 2. Как из платка подарить цветок. 3. Как одинаковые открытки сделать разными. Также Вы увидите невероятный фокус с картами. Смотреть все выпуски в группе Школы Волшебства. http://vkontakte.ru/club19771350"
"65","W-WjkBIWy0o","False","3/2/2012 3:05:37 PM +00:00","Салфетка Летает в Шарике","Школа Волшебства, все выпуски смотреть онлайн"
"60","lqYYcJjHnOs","False","3/18/2012 4:34:29 PM +00:00","Школа Волшебства 2 сезон №17 (Узлы)","В этом выпуске Вы узнаете:. 1. Как перекинуть игрушку с одного узла на другой. 2. Как завязать и развязать узел. 3. Как завязать 3 узла одновременно. Также Вы увидите невероятный фокус с угадыванием карты. Смотреть все выпуски в группе Школы Волшебства. http://vkontakte.ru/club19771350"
"61","IJHKrtRa-hc","False","4/7/2012 4:00:45 PM +00:00","Школа Волшебства 2 сезон №20 (Воздушные шарики)","В этом выпуске Вы узнаете:. 1. Как сменить цвет шарика. 2. Как проткнуть шарик насквозь, чтобы он не лопнул. 3. Как доказать друзьям, что шарик не боится острых предметов. Также Вы увидите невероятный фокус с картами. Смотреть все выпуски в группе Школы Волшебства. http://vkontakte.ru/club19771350"
"62","BXR20g0wDAI","False","5/24/2012 7:49:51 AM +00:00","Школа Волшебства 2 сезон №21 (Карты)","В этом выпуске Вы узнаете:. 1. Как карта проходит сквозь платок. 2. Как угадать пару карт, которую запомнил зритель. Также Вы увидите невероятный фокус с шариком и салфеткой. Смотреть все выпуски в группе Школы Волшебства. http://vkontakte.ru/club19771350"
"63","ZufLvXMW95Q","False","5/24/2012 7:50:56 AM +00:00","Школа Волшебства 2 сезон №23 (Суперспособности)","В этом выпуске Вы узнаете:. 1. Как крепко соединить две монеты с помощью суперспособностей. 2. Как пропустить монету сквозь дно стакана. 3. Как быстро одеть резинку на все пальцы. Также Вы увидите невероятный фокус с кроликами. Смотреть все выпуски в группе Школы Волшебства. http://vkontakte.ru/club19771350"
"64","-aA57q6O_1g","False","5/24/2012 7:51:34 AM +00:00","Школа Волшебства 2 сезон №24 (География)","В этом выпуске Вы узнаете:. 1. Как предсказать, какой город выберет зритель. 2. Как менять направление стрелок на бумаге. 3. Как закрасить страну на карте без карандаша. Также Вы увидите невероятный фокус с глобусом. Смотреть все выпуски в группе Школы Волшебства. http://vkontakte.ru/club19771350"
"59","ZMoIChEzHRQ","False","6/6/2012 8:04:28 PM +00:00","Фактор WoW №1 Как стать знаменитым (WoW FACTOR №1 Celebritized)","English Speakers: Turn on Captions!!!!. Наша группа вконтакте: http://vk.com/factor_wow. Все трюки основаны на законах психологии и парадоксах сознания. ВНИМАНИЕ: Не используются подставные зрители. Только внушение, отвлечение внимания, юмор, гипноз и трюковые техники. Съемка и монтаж: Влад Корнев. Лицо программы: Илья Ларионов. Автор: Всевышний Вдохновитель!"
"58","s3mKNKmzSOs","False","6/20/2012 10:41:03 PM +00:00","Фактор WoW №2 ..на кончике языка (WoW Factor №2 ..at the tip of the tongue)","Наша группа вконтакте: http://vk.com/factor_wow. Интерактивное чтение мыслей с выбором карты. Слово на кончике языка. Непадающий пепел. Загадка про флэшку и спички. English Speakers: Turn on Captions!!!!. Все трюки основаны на законах психологии и парадоксах сознания. ВНИМАНИЕ: Не используются подставные зрители. Только внушение, отвлечение внимания, юмор, гипноз и трюковые техники. Съемка и монтаж: Влад Корнев. Лицо программы: Илья Ларионов. Автор: Всевышний Вдохновитель!. Самый оригинальный видеоответ к загадке из первого выпуска прислал Виталий Лопухов http://youtu.be/Sl2tMD33Ujc"
"57","6yJHNuqmcG0","False","6/30/2012 6:33:04 AM +00:00","Фактор WoW №3 Стереть Себя Из Памяти (WoW Factor №3 Erase Your Memory)","Наша группа вконтакте: http://vk.com/factor_wow. Awesome Interactive Mind Reading Trick. Memory loss. Riddle with a hand. English Speakers: Turn on Captions!!!!. Как заставить человека забыть свое имя. Сергей Славин предсказывает карты. Все трюки основаны на законах психологии и парадоксах сознания. ВНИМАНИЕ: Не используются подставные зрители. Только внушение, отвлечение внимания, юмор, гипноз и трюковые техники. Съемка и монтаж: Влад Корнев. Лицо программы: Илья Ларионов. Автор: Всевышний Вдохновитель!"
"56","lR44qCAMVSI","False","11/2/2012 9:24:21 AM +00:00","Фактор WoW №4 Дырореальность Сальвадора Дали (Holereality)","Наша группа вконтакте: http://vk.com/factor_wow. Дыра в ладони. неПостоянство времени Сальвадора Дали. English Speakers: Turn on Captions!!!!. Hole in hand. Banding Coin. Salvador Dali magic. Все трюки основаны на законах психологии и парадоксах сознания. ВНИМАНИЕ: Не используются подставные зрители. Только внушение, отвлечение внимания, юмор, гипноз и трюковые техники. Съемка и монтаж: Влад Корнев. Лицо программы: Илья Ларионов. Автор: Всевышний Вдохновитель!"
"55","Z6O-4VdFdGg","False","11/12/2012 5:14:01 PM +00:00","Фактор WoW №5 Ручной Телекинез (WoW Factor №5 Manual Telekinesis)","Наша группа вконтакте: http://vk.com/factor_wow. Благодарим руководителя Школы-Мастерской аэрографии Ксении Елисеевой за участие в съёмках. http://vk.com/eliseeva_lab Самый гениальный аэрографист Санкт-Петербурга. Также Олега Степанова за идею первого интерактива. Рука продавливает песок на растоянии. Ожог на руке  и телекинез. Как создать иллюзию ожога. Sand and beach mentalism. Telekinetic burn. Illusion of a burn"
"54","WDlxXu4XGAQ","False","11/30/2012 8:24:07 AM +00:00","Фактор WoW №6 Город N (WoW Factor № 6 N-City)","Наша группа вконтакте: http://vk.com/factor_wow. Как по мелкой моторике найти место на карте. Заряженная спичка. Высовывающийся загадочник. PS В этом видео кое-что зашифрованно. Вы узнаете это в 7-м выпуске. Благодарим клуб путешествеников ""Friends' House"" http://friendshouse.ru/. http://vk.com/club22522461. У них суперские предложения по горящим и другим турам."
"53","k6OoBM4RZaU","False","12/21/2012 6:41:40 AM +00:00","Фактор WoW №7  Код, активирующий мысли","Наша группа вконтакте: http://vk.com/factor_wow. Инструкция по тому что нужно делать в конец света. Ответ - удивлять с помощью предыдущего выпуска. Тайна раскрыта. Однако еще один элемент влияния мы не показали. Интересно сможешь ли ты найти его в 6-ом выпуске?. Спасибо Косте и Максу из проекта ""Вызов"" за участие в съемке. http://www.youtube.com/user/LizzzTV"
"52","Qnj-VdThgfw","False","1/19/2013 3:10:33 AM +00:00","Фактор WoW №8 ""Резиновое Эго""","Реакция твоего тела на мысль извне. Почему люди перестали верить в чудо или какое большое у всех ЭГО. Готический Шляпник объясняет резиновые и колечные вещи. Съемка и монтаж: Влад Корнев  http://vk.com/kornevlad"
"51","_tfkzdL8dd4","False","1/24/2013 3:22:59 AM +00:00","Фактор WoW №9 ""Доминодеды""","Бесконечная цепочка из домино. Как победить профи. Готический Шляпник расскажет как сделать необычное предсказание с домино. Наша группа вконтакте http://vk.com/factor_wow. Съемка и монтаж: Влад Корнев  http://vk.com/kornevlad. David Arnold & Michael Price -- The Game Is On"
"50","zZV5OAVVDL0","False","2/6/2013 7:17:19 AM +00:00","Фактор WoW №10 ""Безголовье"" (Headlessness)","Сайт психологического центра Фактор Роста http://piter-trening.ru/. Скоро можно будет научиться практически всему, что Илья делает в Факторе WoW,  следите за выпусками. Интерактивный эксперимент с исчезающей головой. Частичное стирание восприятия у зрителя. Неосознанный выбор цены и мудрость черепахи. Загадка про слепого человека. Наша группа вконтакте http://vk.com/factor_wow. Съемка и монтаж: Влад Корнев  http://vk.com/kornevlad. David Arnold & Michael Price -- The Game Is On"
"49","ytCduqfD_zY","False","2/12/2013 7:24:53 AM +00:00","""Успех в Большом Городе"" Илья Ларионов","Илья Ларионов в гостях у Ирина Хакамады. Илья делится секретами своего успеха, наблюдениями в своем ремесле, рассказывает зачем он снял Школу Волшебства, но ни слова ее про Фактор WoW, т.к. запись эфира была сделанна в 2011 году."
"48","5T671oj5xmE","False","3/29/2013 5:49:23 AM +00:00","Фактор WoW №11 ""Автодром Решений""","Скоро можно будет научиться практически всему, что Илья делает в Факторе WoW,  следите за выпусками. Останови меня здесь. Цветовой эксперимент с авто. Загадка про спагетти. Наша группа вконтакте http://vk.com/factor_wow. Съемка и монтаж: Влад Корнев  http://vk.com/kornevlad. David Arnold & Michael Price -- The Game Is On"
"47","iFr5rkAqqtM","False","4/25/2013 7:21:41 AM +00:00","Фактор WoW №12 ""Бессознательный тип мышления""","Давай проверим какой у тебя тип мышления. Бессознательное пиьмо. Как всегда выигрывать ставки. Загадка с монетами. Скоро у нас открывается магазин, где вы сможете узнать почти все секреты из шоу, если пройдете тест."
"46","j1YUKeANdeA","False","6/27/2013 6:14:35 AM +00:00","Фактор WoW №13 ""Как лишить человека силы""","Нам требуется менеджер по рекламе и пиарщик! Подробности в личке vk.com/larionchik. Как лишить человека силы. Как выигрывать в ""камень ножницы бумагу"". Эксперимент с Ильёй. Секрет эксперимент с Камнем Ножницами Бумагой скоро можно будет узнать на сайте, обучающем психологии из проекта."
"45","kLGGxU7EpXM","False","7/8/2013 7:06:24 AM +00:00","Фактор WoW PS к 13 выпуску и неудачные моменты со съемок","Мы собрали несколько неудавшихся дублей из студийной съемки, это всего лишь малая доля всего юмора, позже выложим неудавшиеся дубли с улицы. Фактор WoW набирает обороты, скоро в эфире новый проект с обучением всему, что вы видели тут. Мы в соц сетях:. вконтакте: vk.com/larionchik  Илья Ларионов. vk.com/kornevlad. instagram: @ilyalarionoff. twitter: ilyalarionoff. Официальный сайт: www.ilyalarionov.ru. youtube.com/larionovmagic - будни волшебника"
"44","E8C9fCRvpbM","False","7/24/2013 5:59:13 PM +00:00","Крутой фокусник на свадьбу, СПб","Заказать шоу Ильи Ларионова. +7 (812) 927 92 88 Санкт Петербург. +7 (911) 833 72 40 Москва. 1) Динамичное шоу, которое смотрится на одном дыхании. 2) Возможность прикоснуться к чуду! Зрители сами становятся участниками шоу!. 3) 100% успех даже у самой искушенной публики. Позвоните и узнайте как мы можем сделать Ваш праздник волшебным."
"43","JAeDTb0bISU","False","9/8/2013 7:47:06 AM +00:00","Фактор WoW №14 Пепсикольный (заметили прикол на 51 секунде?)","Наша группа вконтакте http://vk.com/factor_wow. Cайт www.ilyalarionov.ru. Instagram: @ilyalarionoff. Тест Роршаха. Что видишь ты в этой кляксе?. Совпадение с пепси колой. Синхронизированные мысли. Ассоциации с кляксой. В какую сторону едет автобус"
"42","NTT7LesWYtA","False","10/11/2013 9:53:28 AM +00:00","Фактор WoW №15 ""Ласкающий Слух""","Мы вконтакте vk.com/larionchik. vk.com/kornevlad. instagram: @ilyalarionoff. Интерактивный синдром доводить все до конца,. Что у Ильи в Шкатулке?. Зачем Илья Черт взял в руки гитару?. Что делает фраза:""Эй Сыч Нум Зевай""?. Почему готический шляпник в голове у Ильи чешет голову?. Плюс новая загадка. Чтобы разгадать которую, нужно думать в другом измерении."
"41","JR_F4mPtXok","False","12/18/2013 11:12:18 AM +00:00","Фактор WOW №16 ""Взлом Сознания""","Илья в инстаграме: http://instagram.com/ilyalarionoff. Мы вконтакте: http://vk.com/factor_wow. www.likemagic.ru это наш бутик Фокусов, в котором мы выдаем лицензию на взрыв мозга, заходите, узнавайте секреты. Монтаж и съемка: Влад Корнев http://vk.com/kornevlad. Что внутри выпуска:. Признание в комментариях?. Фокус с социальными сетями. Фокус с вконтакте. Как двигать соломинку силой мысли. Загадка со стаканом"
"40","Yon67917cqc","False","1/11/2014 10:11:17 AM +00:00","Староновогодний интерактивчик от Фактора WoW","Интерактивное чтение мыслей, которое мы решили устроить с тобой в канун Старого Нового Года. Наслаждайся компанией, мы, в свою очередь, наслаждаемся ТВОЕЙ компанией!! Спасибо за преданность, надеемся, что с вашей поддержкой 2014-й год принесет больше новых интересных выпусков Фактора WOW. Илья в инстаграме: www.instagram.com/ilyalarionoff. Сайт www.ilyalarionov.ru www.lp.ilyalarionov.ru. Наш Онлайн Бутик ФОКУСОВ   www.likemagic.ru"
"39","0U7jGe_Sna4","False","1/24/2014 6:34:25 AM +00:00","Фактор WoW №17 Пирокинез","Илья Ларионов вконтакте: vk.com/larionchik. Вадислав Корнев вконтакте: vk.com/kornevlad. instagram: @ilyalarionoff. Наша группа вконтакте: http://vk.com/factor_wow. Онлайн Бутик Фокусов: www.likemagic.ru Мы выдаем лицензию на взрыв мозга. Как угадать желание человека?. Возможно ли ударом задуть свечу?. Что если сконцентрировать свое внимание на салфетке?. Пирокинез, как это?. Плюс новая загадка."
"38","A29TziAl5tk","False","2/6/2014 12:37:09 PM +00:00","Фактор WoW №18 ""Безумная Левитация с Безумным Ником""","Наша группа вконтакте: http://vk.com/factor_wow. Онлайн Бутик Фокусов: www.likemagic.ru. Канал Безумного Ника http://www.youtube.com/user/CrazyNickTV. Мы выдаем лицензию на взрыв мозга. Съемка и Монтаж: Влад Корнев vk.com/kornevlad. Автор идеи и лицо: Илья Ларионов vk.com/larionchik. Наш официальный инстаграм: instagram.com/ilyalarionoff. В этом выпуске:. Иллюзия контрастного восприятия. Чалдини. Как действовать, если зритель черезчур искушен?. Дедукция. Невозможная левитация внутри надутого шарика. Очередная Загадка. Апплодисменты готического Шляпника"
"37","rebGEzZLrDY","False","2/16/2014 3:07:06 PM +00:00","Фактор WoW №19 Бесконтактный бой [Invisible Wing Chun]","Онлайн бутик фокусов http://www.likemagic.ru. ""Мы выдаем лицензию на взрыв мозга"". Сайт Вин Чунь в СПб:  http://www.ewto.ru. Вконтакте: http://www.vk.com/factor_wow. Инстаграм http://www.instagram.com/ilyalarionoff. В этом выпуске: Силой удара Михаил Бычков тушит свечи на расстоянии, и эта же невидимая сила разбивает лампочку. Илья Ларионов показывает искусство астрального удара, но используя психологию и внушение. Все трюки основаны на законах психологии и парадоксах сознания. ВНИМАНИЕ: Не используются подставные зрители. Только внушение, отвлечение внимания, юмор, гипноз и трюковые техники. Съемка и монтаж: Влад Корнев vk.com/kornevlad. Автор и лицо: Илья Ларионов vk.com/larionchik. Автор: Всевышний Вдохновитель!"
"36","PlYivMUiUEU","False","5/5/2014 3:22:47 PM +00:00","Фактор WoW №20 ""Воспоминание Эмоций""","Зарабатывай на YouTube: http://adslon.ru/?r=nl657w. Узнать все секреты: http://likemagic.ru. Заказать ДВД ""Система"": http://likemagic.ru/product/sistema/. Наша группа вконтакте: http://vk.com/factor_wow. Инстаграм http://www.instagram.com/ilyalarionoff. В этом выпуске вы увидите карту эмоци Чака Норриса, узнаете как с помощью удивления можно взорвать предмет, а также загадка, которая откроет глаза на истину:). Все трюки основаны на законах психологии и парадоксах сознания. ВНИМАНИЕ: Не используются подставные зрители. Только внушение, отвлечение внимания, юмор, гипноз и трюковые техники. Съемка и монтаж: Влад Корнев vk.com/kornevlad. Автор и лицо: Илья Ларионов vk.com/larionchik. Автор: Всевышний Вдохновитель!"
"35","mK8-g3BU5sk","False","5/29/2014 6:55:41 AM +00:00","Back in time dandelion magic","Наш новый проект instamagic, чтобы вам веселее было ждать новые серии Фактора WoW. Илья Ларионов. Фокус с одуванчиком назад во времени!"
"34","T9efXWGh_BI","False","5/30/2014 10:58:13 AM +00:00","Levitating snow magic trick by Ilya Larionov","instagram.com/ilyalarionoff. www.likemagic.ru научиться крутым фокусам. www.ilyalarionov.ru посетить сайт самого успешного Российского иллюзиониста."
"33","1e1u2zqyhOo","False","6/2/2014 1:00:07 PM +00:00","Best iPhone magic trick on the Planet","Илья Ларионов показывает фокус с айфоном в рамках проекта инстамагия!. 8-911-833-7240 пригласить Илью удивить гостей на своем празднике. www.likemagic.ru научиться самым крышесносным фокусам. www.ilyalarionov.ru посетить официальный сайт самого успешного иллюзиониста России"
"32","lL5xOyuN_c0","False","6/5/2014 1:00:06 PM +00:00","Holy Cow Magic, milk 'em baby","Я надел костюм коровы и подумал почему бы не связать это в волшебном стиле с тем, что дает корова. 8-911-833-7240 пригласить Илью удивить гостей на своем празднике. www.likemagic.ru научиться самым крышесносным фокусам. www.ilyalarionov.ru посетить официальный сайт самого успешного иллюзиониста России"
"31","q2V9kYsU4qY","False","6/17/2014 1:00:07 PM +00:00","Funny Cat Magic trick","Черная кошка - это элемент мистики. Илья решил доказать, что черная кошка не только умеет просить еду и ездить на попе по ковру. Кошка переворачивает страницы!. +7-911-833-7240 пригласить Илью удивить гостей на своем празднике. www.likemagic.ru научиться самым крышесносным фокусам. www.ilyalarionov.ru посетить официальный сайт самого успешного иллюзиониста России"
"30","m0iE1de-Ijw","False","6/24/2014 1:00:04 PM +00:00","Unusual Sushi Magic trick","Исчезновение суши. +7-911-833-7240 пригласить Илью удивить гостей на своем празднике. www.likemagic.ru научиться самым крышесносным фокусам. www.ilyalarionov.ru посетить официальный сайт самого успешного иллюзиониста России"
