"position","videoId","seen","published","title","description"
"102","ih1ZDm6h5t8","False","8/13/2012 12:50:43 PM +00:00","Фиксики - Зубная щетка","ДимДимыч заигрался в ""безумного алхимика"" и случайно сломал папину зубную щетку. Что же делать?! Опять надо звать Симку и Нолика на помощь!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"96","Hg4vKVlf-tA","False","8/16/2012 12:18:55 PM +00:00","Фиксики - Железная дорога","Как работает игрушечная железная дорога? Что заставляет двигаться паровозик? Фиксики расскажут!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"95","dTkgqETGcKY","False","8/20/2012 10:02:20 AM +00:00","Фиксики - Винтики","Серия, без которой ничего не понять в истории отношений фиксиков и людей! Сейчас вы узнаете, как ДимДимыч познакомился и подружился с фиксиками. И почему обычно фиксики так старательно скрываются от человеческих глаз. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"94","LkkjgNvv_Y4","False","8/24/2012 8:15:09 AM +00:00","Фиксики - Степлер","ДимДимыч умудрился порвать перед выступлением концертные брюки! Что же делать!? Есть идея! Починить брюки при помощи степлера!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"93","fLB1BZospHw","False","8/27/2012 7:55:11 AM +00:00","Фиксики - Аквариум","Рыбы в аквариуме у ДимДимыча загрустили. В чём дело? Фиксикам всё понятно - сломался фильтр для воды! Но бесстрашные аквалангисты Мася и Симка оказываются в чудовищной опасности! Как же им помочь?. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"92","wjRULXR1YwA","False","9/6/2012 8:20:42 AM +00:00","Фиксики - Сотовый телефон","Мася с Папусом чинили мобильный телефон папы ДимДимыча.. и потерялись вместе с ним! Как же их отыскать? Фиксики Нолик и Симка не отчаиваются. Ох, что бы вы делали, родители, если бы не ваши смышленые дети! Кстати, а почему телефон называется сотовым?.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"91","u-r4JT0ffYA","False","9/13/2012 2:37:55 PM +00:00","Фиксики - Шариковая ручка","ДимДимыч везде ищет шариковую ручку красного цвета - учительница написала ему в дневник замечание: во время урока он плохо себя вел, вертелся и разговаривал. И теперь он хочет найти красную ручку, чтобы подправить эту запись: ему пришла в голову мысль везде добавить частицу «не» - и превратить замечание в похвалу. Но когда ручка наконец найдена, оказывается, что она не пишет - только рвет бумагу. Нолик замечает, что в ручке нет шарика. А когда ДимДимыч спрашивает, зачем в ручке этот шарик, маленький фиксик рассказывает, как устроена шариковая ручка. Вместе с Симкой они помогают починить ручку. Вот только чем обернется для ДимДимыча его хитрость?. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"90","eozoK9RPHJc","False","9/18/2012 8:28:10 AM +00:00","Фиксики - Стиральная машина","Мама ДимДимыча случайно закрыла Кусачку в стиральной машине. Собака же может захлебнуться! Но фиксики придут на помощь даже Кусачке, которая всегда на них охотится. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"86","GS3KuYo7UD8","False","9/20/2012 12:02:23 PM +00:00","Фиксики - Робот","ДимДимыч мечтает получить на свой день рождения игрушку - радиоуправляемого робота. Родители хотели сделать ему сюрприз.. но ведь папа когда-то тоже был маленьким! И кажется, не наигрался.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"89","OnCNBfa6n7U","False","9/24/2012 3:35:23 PM +00:00","Фиксики - Музыкальная шкатулка","В кабинете у папы ДимДимыча стоит деревянный ящичек, а из него слышатся непонятные шорохи. Может, в доме мыши завелись?. Оказывается, все гораздо интереснее! Это старейший фиксик - Дедус - решил починить музыкальную шкатулку. А делать такие устройства люди научились еще лет 200 назад.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"88","4Lo-stTnyUg","False","9/27/2012 2:13:06 PM +00:00","Фиксики - Фен","В серии «Фен» Дим Димыч хотел показать фокус фиксикам, но для этого нужен шарик с гелием, а он улетел под потолок. Чтобы достать шарик, Нолик предложил воспользоваться.. феном. Но, как обычно, немного переоценил свои силы!. А пока ДимДимыч и Симка выручают Нолика, мы узнаем от фиксиков, как устроен фен. А еще - знаете ли вы, что с помощью фена можно избавиться от зловредной липкой наклейки или ценника, которые никак не хотели отклеиваться?. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"87","0xSwHmtKICM","False","10/1/2012 2:28:12 PM +00:00","Фиксики - Гирлянда","ДимДимыч ждет прихода Деда Мороза. Уже и ёлку  почти нарядили, вот только гирлянда перегорела! Надо срочно чинить! А то волшебства не будет! Кто же спасет праздник?.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"84","VqVUqAbDSXc","False","10/5/2012 3:00:32 PM +00:00","Фиксики - Короткое замыкание","Дим Димыч и Нолик играли в кабинете у папы - и тут в старом радиоприемнике произошло короткое замыкание. Электричество выключилось во всей квартире. Но родители Дим Димыча ничего не узнают - на помощь ДимДимычу снова придут фиксики!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"85","xysYgDxQxVs","False","10/11/2012 2:00:37 PM +00:00","Фиксики - Термометр","ДимДимыч решил прогулять контрольную в школе и притворился больным. Но хитрость до добра не доводит. У ДимДимыча разбивается ртутный термометр! К счастью, у него есть друзья-фиксики, а у их родителей - специальное оборудование, с помощью которого они могут собрать и обезвредить опасную ртуть. Что бы ДимДимыч делал без маленьких помощников?. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"83","J4pfyTeqU-4","False","10/11/2012 4:35:50 PM +00:00","Фиксики - Вентилятор","У ДимДимыча стал барахлить компьютер. Фиксики Симка и Нолик помогут устранить неисправность. Заодно мы разберемся, для чего в компьютере вентилятор, и почему так важно его беречь - а вот вопрос, существуют ли страшные злобные фиксоеды, остается открытым!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"81","mpLSR2U9nCc","False","10/18/2012 9:01:47 AM +00:00","Фиксики - Солнечная батарея","ДимДимыч никак не может понять - почему у него не работает калькулятор?  Фиксики помогают разобраться и ""починить"" его - а мы узнаем, что такое фотоэлементы и как работает солнечная батарея!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"77","DFtR23pK7Nw","False","10/26/2012 9:00:47 AM +00:00","Фиксики - Волшебная палочка","Неумелый волшебник - страшная сила! Что произойдет, если у ДимДимыча вдруг появится волшебная палочка? Конечно, первым делом он придумает, как не идти в школу.. а потом возьмется за Кусачку и фиксиков!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"80","SBEf3BOy-ns","False","10/26/2012 9:00:47 AM +00:00","Фиксики - Кораблик","ДимДимыч без разрешения взял из папиного кабинета кораблик в бутылке - и тут же сломал парусник! Фиксики помогли починить сломанную мачту, но в серьезной опасности оказался Нолик: он приклеился к палубе и вынужден дышать вредными испарениями! А пока Симка и ДимДимыч спасают Нолика, мы накрепко запоминаем, что работать с краской и клеем нужно очень осторожно, соблюдая правила техники безопасности!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"78","pho_qD9VQlM","False","10/30/2012 8:57:54 AM +00:00","Фиксики - Рычаг","У ДимДимыча не хватает сил, чтобы сдвинуть с места тяжелый диван. Фиксики подсказывают: это можно сделать с помощью рычага! Рычаг позволяет поднимать большой вес, главное — найти точку опоры!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"75","EKyzLjakzls","False","11/15/2012 12:06:11 PM +00:00","Фиксики - Застёжка молния","Дим Димычу купили новую куртку, и он ею очень гордится. Но почему-то застряла застёжка-молния! Её никак не удается расстегнуть, а в куртке очень жарко.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"76","LT_1P_zwnqQ","False","11/20/2012 11:43:43 AM +00:00","Фиксики - Ночник","Дим Димыч насмотрелся перед сном ужастиков, и теперь боится спать в темноте. Но не может же лампа в комнате гореть всю ночь! Что же делать?. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"74","e8wQfkMsThQ","False","11/26/2012 1:05:19 PM +00:00","Фиксики - Мультик","Дим Димыч готовит фиксикам небольшой сюрприз. Только вот Нолику он не очень нравится.. Эта серия - мультфильм о фиксиках, где фиксики рассказывают о мультфильмах!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"82","v4nabgiF9AI","False","11/30/2012 1:43:32 PM +00:00","Private video","This video is private."
"72","B1cn3xLkXaE","False","1/15/2013 10:10:34 AM +00:00","Фиксики - Лупа","ДимДимыч играет в детектива. Дело №1 о пропавшем крыле самолета принято к расследованию! Лупа - главный инструмент сыщика. А еще с ее помощью фиксики вылечат своего ""главного врага"" - Кусачку!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"71","xAv5v-XojFU","False","1/17/2013 10:48:26 AM +00:00","Фиксики - Бумага","ДимДимычу задали написать сочинение о том, как нужно беречь природу. Нолик вызывается ему помочь. У них появляется много интересных идей - но оказывается, начинать нужно с малого: не расходовать напрасно бумагу! Ведь ради нее приходится рубить деревья!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"69","MBqMXVtrzZg","False","1/21/2013 2:25:01 PM +00:00","Фиксики - Сигнализация","ДимДимычу подарили двух шоколадных зайчиков. Но один из них куда-то бесследно исчез. Фиксики вместе с ДимДимычем теряются в догадках: кому мог понадобиться шоколадный заяц? Симка предлагает надежный способ поймать воришку: нужно сделать из электронного конструктора сигнализацию!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"65","kt6Hnr61Gm0","False","1/29/2013 1:49:12 PM +00:00","Фиксики - Интернет","Пока взрослые фиксики гадают, что за новый непонятный прибор появился в квартире ДимДимыча, Симка и Нолик пробираются к компьютеру.. и пожалуйста, ответ готов! ""Все, всегда, везде знает Интернет!"". ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"68","O5ryKUylAmY","False","2/4/2013 10:22:16 AM +00:00","Фиксики - Весы","Мама оставила ДимДимычу поручение - покормить Кусачку. Но сколько корма ей давать? Чтобы это понять, собаку нужно взвесить! Как же справиться с этой задачей?.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"67","9E4MKB-jHz4","False","2/7/2013 8:35:57 AM +00:00","Фиксики - Копилка","ДимДимыч решил накопить денег на новые ролики - и чуть было не превратился в скупого рыцаря.. Но ради друга можно пойти на всё! Даже на то, чтобы разбить драгоценную копилку. Тем более что Нолик так искренне хотел помочь.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"62","3bDZMcHUFiY","False","2/12/2013 2:21:38 PM +00:00","Фиксики - Микрофон","ДимДимычу надо поговорить с другом Васькой - а микрофона-то у него и нет! Тут фиксики и раскрыли ему секрет: оказывается, наушники можно использовать в качестве микрофона! Как же так? В микрофон говорят, а через наушники - слушают! Но и там, и там есть гибкая пластинка - мембрана.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"61","9VMH5CopmHg","False","2/14/2013 8:54:47 AM +00:00","Фиксики - Зеркало","Нолик и ДимДимыч чуть не уронили зеркало, стоявшее в коридоре. Но вовремя успели его подхватить. Вовремя - да не совсем.. Смотрите, Нолик почему-то перестал отражаться в зеркале! Что же случилось?. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"79","bB0XKhiatBE","False","4/2/2013 3:20:57 PM +00:00","Фиксики - Взбитые сливки","К ДимДимычу в гости идет подруга Катя и несет клубнику. Срочно нужны взбитые сливки! Кстати, умеете ли вы их готовить? А что делать, если нет даже миксера? После нескольких неудачных экспериментов ДимДимыч и фиксики изобретают оригинальный способ.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"73","umB12HZYiYI","False","4/4/2013 4:55:41 AM +00:00","Фиксики - Миксер","Где, чем и почему питаются фиксики, как привередничает Нолик, какой прибор поможет ДимДимычу полюбить молоко, и с чего лучше начинать утро - все это мы узнаем в серии ""Миксер""!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"70","0CYeVJqG-lM","False","4/11/2013 7:18:54 AM +00:00","Фиксики - Термос","Приближается 8 марта: ДимДимыч приготовил маме подарок - но его нужно где-то спрятать. Симка подсказывает: в термосе, оказывается, можно хранить не только горячие, но и холодные продукты! Но без приключений не обходится и тут - Нолик оказался слишком любознательным.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"60","6wTqAssKEwk","False","4/18/2013 11:38:47 AM +00:00","Фиксики - Команда","Первая серия второго сезона ""Фиксиков""! Знакомимся с новыми героями - одноклассниками Симки! ДимДимыч играет с фиксиками в настольный хоккей. Фиксики поначалу никак не могут его одолеть.. но стоит выйти на поле дружной команде - и ход поединка меняется!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"66","rrBHi6zssSI","False","4/25/2013 12:17:14 PM +00:00","Фиксики - Консервная банка","Самое главное в консервах то, что еда в них долго не портится. Ведь отчего начинают гнить мясо или овощи? Оттого, что в них размножаются вредные микробы. Если этих микробов сначала удалить, а потом не подпускать к еде, то она будет храниться долго. Именно поэтому консервные банки плотно-плотно закрывают, чтобы внутрь вместе с воздухом не попали вредные микробы. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"64","EueDIkdDHl0","False","6/25/2013 3:18:03 PM +00:00","Фиксики - Детектор лжи","Чтобы не признавать поражение в споре, ДимДимыч пытается заморочить голову фиксикам, выдавая себя за другого. Тут-то фиксики и рассказывают ему о существовании хитрого прибора - детектора лжи! Его еще никому не удавалось обмануть! Проверим?.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"59","jeerQe8sdbg","False","7/1/2013 7:30:17 AM +00:00","Фиксики - Кубик Нолика","ДимДимыч уже два дня пытается собрать кубик Рубика. Нолик самоуверенно заявляет - фиксики сделали бы это в два счета! Но задача оказывается гораздо сложнее, чем казалось Нолику и Файеру.. Как превратить разобранный кубик Рубика в собранный кубик Нолика - смотрите в очередной серии ""Фиксиков""!. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
"58","B91ZnSAmLig","False","7/18/2013 1:14:22 PM +00:00","Фиксики - Катапульта","Файеру приходит в голову безумная идея -  с помощью игрушечной катапульты ДимДимыча запустить Нолика в космос! Симке не удается их отговорить -  приходится звать на помощь Папуса. Тот успевает предотвратить катастрофу.. но это ему дорого обходится! Вот так всегда - за детский авантюризм и самонадеянность приходится расплачиваться родителям.. ""Фиксиклуб"" - развивающие игры с фиксиками - http://www.fixiclub.ru. Группа мультсериала ""Фиксики"" В Контакте - http://vk.com/fixiki. Страничка в Facebook - http://www.facebook.com/fixiki. Twitter @2fixika"
